Individual,Mean_moving_velocity,Date,Colony,Species,Origin
9_15_33,5.13620239,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_34,4.700477307,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_35,6.831844809,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_36,3.895712945,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_37,5.24910971,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_38,4.836420316,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_39,4.872175983,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_4,6.658975142,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_40,5.619702796,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_41,4.450682725,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_42,4.838583393,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_43,5.400315273,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_44,5.11975757,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_45,6.375630056,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_46,5.925517988,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_47,3.472320954,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_48,3.385971149,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_5,5.729830549,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_6,3.32825132,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_8,5.066552418,9/15/2022,SHL10,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
9_15_9,2.505514666,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_16_1,4.466618204,9/16/2022,RNML1,Leptothorax_crassipilis,Ruidoso_NM
9_16_10,2.535972628,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_11,2.181400181,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_12,2.938209329,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_13,2.783735844,9/16/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_16_14,1.834252075,9/16/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_16_15,5.391368775,9/16/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_16_16,0,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_17,5.970754008,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_18,4.414852947,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_19,5.79665218,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_2,3.736092358,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_20,3.209925106,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_21,5.351100024,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_22,4.379196314,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_23,5.050248872,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_24,4.824903319,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_25,7.975872716,9/16/2022,RSL223,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_26,7.065628998,9/16/2022,RSL223,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_27,6.16124011,9/16/2022,RSL223,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_28,2.743709892,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_29,4.964923556,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_3,5.199689051,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_30,4.13312795,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_31,2.776072803,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_32,4.509600595,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_33,5.078247506,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_34,4.1448322,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_35,8.713536438,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_36,5.359947641,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_37,6.484120008,9/16/2022,JR4T2,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_16_38,2.633162631,9/16/2022,JR4T2,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_16_39,5.199640975,9/16/2022,JR4T2,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_16_4,3.778107067,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_40,2.807843677,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_41,4.205836191,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_42,5.519281861,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_43,5.374407605,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_44,4.147668038,9/16/2022,GLT21,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_45,2.581693425,9/16/2022,GLT21,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_46,0.993549628,9/16/2022,PPT7,Temnothorax_rugatulus,Pinal_Mountains_AZ
9_16_47,3.221253668,9/16/2022,PL1,Leptothorax_AF-erg,Penninsula_State_Park_Door_County_WI
9_16_48,4.285933897,9/16/2022,PL1,Leptothorax_AF-erg,Penninsula_State_Park_Door_County_WI
9_16_5,5.409081818,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_6,2.663482838,9/16/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_7,7.51504219,9/16/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_8,6.638062435,9/16/2022,RNML1,Leptothorax_crassipilis,Ruidoso_NM
9_16_9,6.172365273,9/16/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
