"","sigsq","sigsq.tier","source","trait"
"sigsq.period.CR4623",0.291574685531704,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4623",0.329795709347922,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4624",0.0723699847719167,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4624",0.00641256461602858,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4624",0.333157723142745,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4624",0.0787402963415101,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4625",0.105575914879421,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4625",0.0082897794495363,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4625",0.324393679412757,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4625",0.156241594250125,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4626",0.0736059552634773,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4626",0.00576334592736462,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4626",0.320670022989307,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4626",0.0750364671625454,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4627",0.0999703241895994,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4627",0.0119173529972044,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4627",0.3084313281466,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4627",0.172513338745909,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4628",0.109423616786475,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4628",0.0051401854064868,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4628",0.39601287283614,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4628",0.296744254677608,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4629",0.116579150397751,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4629",0.016178148349761,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4629",0.383632764690195,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4629",0.330335312137913,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4630",0.148471841402642,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4630",0.00764853042822549,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4630",0.302097050941371,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4630",0.117772822907178,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4631",0.0852338494429487,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4631",0.010233831756024,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4631",0.413473229099555,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4631",0.319031748882731,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4632",0.160135165088389,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4632",0.0110684174756388,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4632",0.315215055550617,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4632",0.177329142973133,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4633",0.0447330819935411,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4633",0.0126916599190162,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4633",0.301116111751921,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4633",0.123789580830252,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4634",0.0901019699297199,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4634",0.0131458958216099,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4634",0.493169453838761,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4634",0.4171162972791,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4635",0.0884721916414146,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4635",0.00852395083495575,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4635",0.318906499289843,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4635",0.11521255549475,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4636",0.0839812627295119,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4636",0.00844735812972681,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4636",0.225514376333719,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4636",0.185272911661346,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4637",0.137319367231492,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4637",0.00404691506376526,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4637",0.276749949484842,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4637",0.222310555517351,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4638",0.0973751633077389,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4638",0.00534781011577058,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4638",0.28508990006903,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4638",0.152573423852608,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4639",0.0925217602438982,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4639",0.00502119734030905,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4639",0.335337937009216,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4639",0.0725740776800158,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4640",0.071703228619809,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4640",0.00873005429842524,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4640",0.174730008876225,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4640",0.145562377010762,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4641",0.0789297557735383,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4641",0.00535482883016062,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4641",0.414318373418265,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4641",0.146034383564433,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4642",0.0916000823038862,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4642",0.0139707782751323,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4642",0.293837883518957,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4642",0.188543264336222,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4643",0.0601162328224353,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4643",0.00304397226069258,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4643",0.235989327185355,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4643",0.260219522615969,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4644",0.150775104689652,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4644",0.0105110796193517,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4644",0.323460555551559,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4644",0.115104319885334,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4645",0.107263605587738,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4645",0.00259870626016753,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4645",0.307912479677852,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4645",0.108135603387227,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4646",0.0805896295607503,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4646",0.0128404798722625,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4646",0.293551924514175,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4646",0.206349005326446,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4647",0.124281252533019,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4647",0.00350639482194086,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4647",0.282005655552049,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4647",0.183005363312769,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4648",0.0482458848046838,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4648",0.00242807639947911,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4648",0.2341164796584,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4648",0.0846213098556832,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4649",0.180889784937631,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4649",0.00842185295004796,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4649",0.290771131347621,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4649",0.0748082957519936,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4650",0.214810055147214,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4650",0.00730816013982412,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4650",0.295213200214645,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4650",0.0945075933676203,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4651",0.170780341568756,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4651",0.00516423643998448,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4651",0.366117250691496,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4651",0.188134497719473,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4652",0.090058652651122,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4652",0.0117566441896221,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4652",0.31719014127228,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4652",0.0833660954261767,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4653",0.0558884138856744,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4653",0.00586025544341929,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4653",0.26288665322071,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4653",0.159709352545809,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4654",0.132718215578285,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4654",0.00762680788602342,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4654",0.265130166759604,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4654",0.140857721315208,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4655",0.165368627098718,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4655",0.00474061789423073,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4655",0.301391390479437,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4655",0.246035126857484,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4656",0.0928728302171482,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4656",0.0133170568093502,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4656",0.308964713733187,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4656",0.0965095484142302,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4657",0.0721037077836185,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4657",0.00860663567980399,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4657",0.265611589176077,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4657",0.136909190223642,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4658",0.142939589792904,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4658",0.00382286715263127,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4658",0.310500088094563,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4658",0.200408865312997,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4659",0.237339511001616,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4659",0.00553271888069517,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4659",0.247192593169995,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4659",0.253570294465532,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4660",0.15317048857587,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4660",0.0122123676363607,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4660",0.264103835093129,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4660",0.179373966794683,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4661",0.18645848778267,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4661",0.00948955706879684,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4661",0.422690348705485,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4661",0.227288492932134,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4662",0.122009626815942,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4662",0.00648352183895368,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4662",0.270895591095697,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4662",0.199156429736283,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4663",0.0954557900749088,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4663",0.00590308905150654,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4663",0.295518268422148,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4663",0.330792607737361,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4664",0.0947810113551261,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4664",0.00855720989285306,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4664",0.311057313154766,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4664",0.101893811809161,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4665",0.236739961133531,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4665",0.00818921835087468,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4665",0.270941945295806,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4665",0.0845646725750598,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4666",0.269844183191604,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4666",0.0063856582996552,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4666",0.307591949578785,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4666",0.120107885408709,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4667",0.131847339397921,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4667",0.0124532866877011,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4667",0.308146238339459,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4667",0.075310253299755,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4668",0.137159643313378,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4668",0.0203760118233978,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4668",0.380535819972732,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4668",0.118567058472865,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4669",0.112929977545963,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4669",0.00490442125903798,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4669",0.272034156429148,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4669",0.13737743293546,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4670",0.107681903899009,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4670",0.00558578931381973,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4670",0.320782768295088,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4670",0.123460760778652,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4671",0.0982191026691857,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4671",0.00779587336614765,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4671",0.368571085069914,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4671",0.0993592345660299,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4672",0.204369405625719,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4672",0.00629565546709816,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4672",0.24666512942609,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4672",0.12727751802608,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4673",0.106396375942469,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4673",0.00977116255288539,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4673",0.296177747425131,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4673",0.146547828947728,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4674",0.289903302582635,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4674",0.00367672694110634,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4674",0.220429060151277,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4674",0.071676447760132,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4675",0.092185545687656,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4675",0.00638974560467291,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4675",0.4025803009411,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4675",0.167408452920243,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4676",0.071334530818431,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4676",0.00542606004130381,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4676",0.26554650827727,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4676",0.276455545503201,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4677",0.103764332109554,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4677",0.0123202599512316,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4677",0.302292415226838,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4677",0.161216635077715,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4678",0.0681163203696001,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4678",0.0113732605308473,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4678",0.393858003578191,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4678",0.0765305838263491,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4679",0.0722997370517477,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4679",0.00956459743148888,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4679",0.334292991725392,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4679",0.123290940195278,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4680",0.0905433140960341,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4680",0.0122520497193891,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4680",0.221420083922911,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4680",0.0882773378285397,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4681",0.10611965328193,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4681",0.0079466085580434,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4681",0.374098777953867,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4681",0.135571752190978,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4682",0.133428620715047,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4682",0.00851950254080508,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4682",0.306564332499059,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4682",0.0884319073616434,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4683",0.0972817394387919,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4683",0.00816617513801423,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4683",0.329006505897292,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4683",0.0658302266986088,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4684",0.105155900550496,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4684",0.00732668491050222,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4684",0.441221860168633,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4684",0.370947823295699,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4685",0.0911772022568022,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4685",0.00600458468056307,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4685",0.208680509167733,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4685",0.111655354256282,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4686",0.0601341668187819,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4686",0.00946785077825999,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4686",0.303433515385447,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4686",0.155465714865583,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4687",0.166656487422701,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4687",0.0100377087603046,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4687",0.314845708817653,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4687",0.167109212773317,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4688",0.198534371896314,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4688",0.0112480465736288,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4688",0.334493166119227,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4688",0.0917968058940915,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4689",0.141847334321672,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4689",0.00679149891423292,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4689",0.367793608058136,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4689",0.0699369708587437,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4690",0.108142129263582,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4690",0.00705459233398448,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4690",0.37371454818077,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4690",0.187542884277993,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4691",0.108531626931204,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4691",0.0119475117208501,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4691",0.358480106030027,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4691",0.111695045050331,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4692",0.110200659545418,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4692",0.00655519339007747,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4692",0.403462190280041,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4692",0.320017483151634,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4693",0.162418553403316,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4693",0.0131121427633861,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4693",0.35168875115031,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4693",0.138030908128632,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4694",0.121837876809921,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4694",0.0130716526184189,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4694",0.21048699929513,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4694",0.0969801054790088,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4695",0.0670431276626773,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4695",0.00343043322269118,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4695",0.374164602637364,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4695",0.0724882298735249,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4696",0.0859323712932661,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4696",0.00921361462520777,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4696",0.347555074080345,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4696",0.268109017417989,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4697",0.0551892477205199,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4697",0.00450160595085594,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4697",0.256586176235026,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4697",0.0577943677352579,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4698",0.170444482233098,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4698",0.00543399271750591,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4698",0.34473673402424,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4698",0.0779978684706486,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4699",0.124797437772138,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4699",0.00255053264847409,"sigsq.wavelet.IR","Individual","Rhythmicity"
